cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,step9_c_source,step9_c_area_px,step9_c_center_x,step9_c_center_y,step9_c_dirty_before_update,step9_c_update_ok,step9_c_update_reason,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path,c_mask_path,c_raw_mask_path
22,2026-06-27 21:26:21,True,False,moving,543.4563426688633,344.85996705107084,494.118,403.529,-49.33834266886328,58.66903294892916,10.0,607,6090,19004,dynamic_sam2,16598,553.0609109531268,305.01030244607784,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0022_20260627_212619_106_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0022_20260627_212619_106_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0022_20260627_212619_106_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0022_20260627_212619_106_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0022_20260627_212619_106_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0022_20260627_212619_106_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0022_20260627_212619_106_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0022_20260627_212619_106_action_-1_current_c_raw_mask.png
23,2026-06-27 21:26:25,True,False,moving,545.2754098360656,343.17868852459014,494.118,403.529,-51.1574098360656,60.35031147540985,10.0,610,6078,18942,dynamic_sam2,16699,555.02293550512,303.1525839870651,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0023_20260627_212622_684_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0023_20260627_212622_684_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0023_20260627_212622_684_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0023_20260627_212622_684_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0023_20260627_212622_684_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0023_20260627_212622_684_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0023_20260627_212622_684_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0023_20260627_212622_684_action_-1_current_c_raw_mask.png
24,2026-06-27 21:26:28,True,False,moving,547.1815286624204,343.03025477707007,494.118,403.529,-53.063528662420424,60.49874522292993,10.0,628,5989,18803,dynamic_sam2,16388,564.0795704173786,303.51525506468147,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0024_20260627_212626_496_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0024_20260627_212626_496_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0024_20260627_212626_496_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0024_20260627_212626_496_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0024_20260627_212626_496_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0024_20260627_212626_496_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0024_20260627_212626_496_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0024_20260627_212626_496_action_-1_current_c_raw_mask.png
25,2026-06-27 21:26:32,True,False,moving,549.2600619195047,341.74613003095976,494.118,403.529,-55.14206191950467,61.782869969040235,10.0,646,6052,18788,dynamic_sam2,16429,564.2788362042729,301.859212368373,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0025_20260627_212630_127_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0025_20260627_212630_127_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0025_20260627_212630_127_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0025_20260627_212630_127_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0025_20260627_212630_127_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0025_20260627_212630_127_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0025_20260627_212630_127_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0025_20260627_212630_127_action_-1_current_c_raw_mask.png
26,2026-06-27 21:26:36,True,False,moving,550.6443381180223,340.43381180223287,494.118,403.529,-56.52633811802235,63.09518819776713,10.0,627,5987,18805,dynamic_sam2,16304,561.5828017664377,298.8995951913641,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0026_20260627_212633_897_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0026_20260627_212633_897_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0026_20260627_212633_897_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0026_20260627_212633_897_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0026_20260627_212633_897_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0026_20260627_212633_897_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0026_20260627_212633_897_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0026_20260627_212633_897_action_-1_current_c_raw_mask.png
27,2026-06-27 21:26:40,True,False,moving,552.77106518283,338.85850556438794,494.118,403.529,-58.65306518282995,64.67049443561206,10.0,629,5985,18755,dynamic_sam2,16432,562.4146786757547,298.4814995131451,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0027_20260627_212637_550_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0027_20260627_212637_550_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0027_20260627_212637_550_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0027_20260627_212637_550_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0027_20260627_212637_550_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0027_20260627_212637_550_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0027_20260627_212637_550_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0027_20260627_212637_550_action_-1_current_c_raw_mask.png
28,2026-06-27 21:26:43,True,False,moving,554.6454545454545,338.6515151515151,494.118,403.529,-60.52745454545453,64.87748484848487,10.0,660,6039,18833,dynamic_sam2,16449,563.9224876892213,297.972946683689,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0028_20260627_212641_295_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0028_20260627_212641_295_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0028_20260627_212641_295_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0028_20260627_212641_295_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0028_20260627_212641_295_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0028_20260627_212641_295_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0028_20260627_212641_295_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0028_20260627_212641_295_action_-1_current_c_raw_mask.png
29,2026-06-27 21:26:47,True,False,moving,556.25,336.6529605263158,494.118,403.529,-62.132000000000005,66.87603947368422,10.0,608,6086,18821,dynamic_sam2,16489,569.163017769422,297.1814543028686,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0029_20260627_212644_874_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0029_20260627_212644_874_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0029_20260627_212644_874_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0029_20260627_212644_874_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0029_20260627_212644_874_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0029_20260627_212644_874_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0029_20260627_212644_874_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0029_20260627_212644_874_action_-1_current_c_raw_mask.png
30,2026-06-27 21:26:51,True,False,moving,558.1813643926789,335.12312811980036,494.118,403.529,-64.06336439267892,68.40587188019964,10.0,601,6080,18959,dynamic_sam2,16760,571.0374105011933,296.35387828162294,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0030_20260627_212648_678_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0030_20260627_212648_678_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0030_20260627_212648_678_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0030_20260627_212648_678_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0030_20260627_212648_678_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0030_20260627_212648_678_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0030_20260627_212648_678_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0030_20260627_212648_678_action_-1_current_c_raw_mask.png
31,2026-06-27 21:26:54,True,False,moving,560.2087378640776,334.626213592233,494.118,403.529,-66.09073786407765,68.902786407767,10.0,618,6067,18865,dynamic_sam2,16563,570.1672402342571,293.7407474491336,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0031_20260627_212652_345_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0031_20260627_212652_345_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0031_20260627_212652_345_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0031_20260627_212652_345_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0031_20260627_212652_345_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0031_20260627_212652_345_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0031_20260627_212652_345_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0031_20260627_212652_345_action_-1_current_c_raw_mask.png
32,2026-06-27 21:26:58,True,False,moving,562.0975232198142,333.6904024767802,494.118,403.529,-67.97952321981421,69.83859752321979,10.0,646,6022,18803,dynamic_sam2,16632,571.3611111111111,292.4054834054834,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0032_20260627_212656_093_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0032_20260627_212656_093_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0032_20260627_212656_093_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0032_20260627_212656_093_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0032_20260627_212656_093_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0032_20260627_212656_093_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0032_20260627_212656_093_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0032_20260627_212656_093_action_-1_current_c_raw_mask.png
33,2026-06-27 21:27:02,True,False,moving,564.2233169129721,332.28899835796386,494.118,403.529,-70.10531691297211,71.24000164203613,10.0,609,5987,18815,dynamic_sam2,16600,573.0330722891566,290.9109036144578,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0033_20260627_212659_748_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0033_20260627_212659_748_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0033_20260627_212659_748_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0033_20260627_212659_748_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0033_20260627_212659_748_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0033_20260627_212659_748_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0033_20260627_212659_748_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0033_20260627_212659_748_action_-1_current_c_raw_mask.png
34,2026-06-27 21:27:05,True,False,moving,566.0883797054009,330.83633387888705,494.118,403.529,-71.97037970540094,72.69266612111295,10.0,611,5978,18823,dynamic_sam2,16609,574.946113552893,290.26208682039857,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0034_20260627_212703_488_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0034_20260627_212703_488_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0034_20260627_212703_488_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0034_20260627_212703_488_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0034_20260627_212703_488_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0034_20260627_212703_488_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0034_20260627_212703_488_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0034_20260627_212703_488_action_-1_current_c_raw_mask.png
35,2026-06-27 21:27:09,True,False,moving,568.4833068362481,330.31637519872817,494.118,403.529,-74.36530683624807,73.21262480127183,10.0,629,6062,18815,dynamic_sam2,16459,577.5106021021933,288.8662130141564,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0035_20260627_212707_088_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0035_20260627_212707_088_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0035_20260627_212707_088_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0035_20260627_212707_088_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0035_20260627_212707_088_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0035_20260627_212707_088_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0035_20260627_212707_088_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0035_20260627_212707_088_action_-1_current_c_raw_mask.png
36,2026-06-27 21:27:11,True,False,moving,569.9242174629325,328.5518945634267,494.118,403.529,-75.80621746293247,74.97710543657331,10.0,607,6043,18967,dynamic_sam2,16519,579.3649736666869,288.68400024214543,True,True,ok,-1,右上,True,False,-20.0,0.0,measurement_output\step9_color_center_align\run_20260627_212017_558\overlays\step9_cycle_0036_20260627_212710_878_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_212017_558\frames\step9_cycle_0036_20260627_212710_878_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0036_20260627_212710_878_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\masks\step9_cycle_0036_20260627_212710_878_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0036_20260627_212710_878_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\ab_masks\step9_cycle_0036_20260627_212710_878_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0036_20260627_212710_878_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_212017_558\c_masks\step9_cycle_0036_20260627_212710_878_action_-1_current_c_raw_mask.png
